#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
WP_000691736.1       -            639 tetM                 -            639         0 1538.8   2.9   1   1         0         0 1538.7   2.9     1   639     1   639     1   639 1.00 -
WP_000691727.1       -            639 tetM                 -            639         0 1538.2   3.0   1   1         0         0 1538.1   3.0     1   639     1   639     1   639 1.00 -
WP_002403674.1       -            644 tetM                 -            639         0 1538.2   3.0   1   1         0         0 1538.0   3.0     1   639     6   644     6   644 1.00 -
YP_008719892.1       -            644 tetM                 -            639         0 1538.2   3.0   1   1         0         0 1538.0   3.0     1   639     6   644     6   644 1.00 -
WP_000691749.1       -            639 tetM                 -            639         0 1537.6   2.9   1   1         0         0 1537.5   2.9     1   639     1   639     1   639 1.00 -
NP_862291.1          -            639 tetM                 -            639         0 1534.3   3.4   1   1         0         0 1534.1   3.4     1   639     1   639     1   639 1.00 -
WP_011117014.1       -            639 tetM                 -            639         0 1534.3   3.4   1   1         0         0 1534.1   3.4     1   639     1   639     1   639 1.00 -
WP_002371500.1       -            639 tetM                 -            639         0 1534.2   3.6   1   1         0         0 1534.0   3.6     1   639     1   639     1   639 1.00 -
WP_110140133.1       -            639 tetM                 -            639         0 1533.7   3.6   1   1         0         0 1533.6   3.6     1   639     1   639     1   639 1.00 -
WP_003711229.1       -            639 tetM                 -            639         0 1523.1   3.2   1   1         0         0 1522.9   3.2     1   639     1   639     1   639 1.00 -
WP_069469652.1       -            641 tetM                 -            639         0 1512.2   3.4   1   1         0         0 1512.0   3.4     1   639     1   641     1   641 1.00 -
WP_100728246.1       -            639 tetM                 -            639         0 1499.7   3.3   1   1         0         0 1499.6   3.3     1   639     1   639     1   639 1.00 -
WP_025456273.1       -            639 tetM                 -            639         0 1484.0   3.4   1   1         0         0 1483.8   3.4     1   639     1   639     1   639 1.00 -
WP_003701913.1       -            644 tetM                 -            639         0 1483.9   3.4   1   1         0         0 1483.8   3.4     1   639     6   644     6   644 1.00 -
